"long";"lat"
13.3138;56.7407
15.6163;60.5389
15.277;60.3023
16.1618;61.7531
23.3718;66.5742
13.1482;57.45
13.7191;58.5033
14.8387;56.8999
15.6425;60.5509
15.6421;60.5757
12.4611;58.3952
15.848;60.6788
15.2308;60.2632
16.4917;61.2773
12.4611;58.3952
16.1571;61.7808
13.7056;58.5118
10.90633;53.31882
13.6245;58.4496
15.277;60.3023
16.3669;61.5281
15.3714;60.4031
16.506;61.2694
16.1541;61.6685
16.8138;60.2588
11.04205;59.03822
16.3866;61.3911
15.848;60.6788
15.2308;60.2632
10.205;59.02414
16.813;60.2586
13.6245;58.4496
15.541;60.5096
16.506;61.2694
13.4013;56.5867
12.4371;57.5817
16.506;61.2694
13.9513;58.0488
12.5362;58.9291
13.5736;57.6275
13.6245;58.4496
23.3702;66.5744
15.6421;60.5757
15.6182;60.5395
13.7056;58.5118
15.4261;60.4673
15.5439;60.5108
13.9513;58.0488
16.1721;61.7365
20.3902;63.8434
16.1571;61.7808
13.9513;58.0488
15.277;60.3023
15.352;60.3277
16.1552;61.6671
15.2336;60.3013
13.7052;58.5019
12.4611;58.3952
15.6826;62.308
16.1664;61.7451
23.359;66.6846
16.8133;60.2583
16.8116;60.2498
10.71433;59.72106
15.5084;62.4201
13.3138;56.7407
13.9513;58.0488
10.55678;59.2119
13.8027;63.5054
20.3902;63.8434
29.81937;62.69341
20.3902;63.8434
16.3674;61.5181
13.6245;58.4496
13.9513;58.0488
13.5736;57.6275
13.4013;56.5867
10.205;59.02414
15.3118;60.5423
12.4611;58.3952
17.6202;59.6835
13.5736;57.6275
15.2226;60.3733
15.0711;60.6323
15.3118;60.5423
10.71433;59.72106
17.5655;59.5543
16.822;60.2614
16.8133;60.2584
17.5616;59.5476
13.6245;58.4496
15.2226;60.3733
17.3096;60.4587
17.6197;59.6864
17.5654;59.556
12.5362;58.9291
20.3902;63.8434
11.4404;58.4465
15.0711;60.6323
17.6211;59.6867
17.5769;59.5479
11.4403;58.4465
16.8133;60.2584
10.55678;59.2119
16.822;60.2614
13.9513;58.0488
13.5736;57.6275
12.4611;58.3952
12.1447;57.3549
10.55678;59.2119
13.7056;58.5118
13.9182;63.4936
11.4403;58.4465
11.4404;58.4465
17.5769;59.5479
17.5616;59.5476
17.6211;59.6867
17.6221;59.685
17.6202;59.6835
13.4013;56.5867
10.205;59.02414
10.205;59.02414
17.5654;59.556
14.5003;56.388
17.6202;59.6835
9.63039;63.18544
16.0965;61.8269
18.1854;59.3429
13.8346;55.5815
12.4231;57.2175
11.7738;59.0243
15.5286;58.4146
15.609;58.3799
15.5953;58.396
15.8143;56.5904
15.6627;58.351
15.6079;58.3811
15.8168;56.5991
15.6173;58.3673
14.12496;50.92497
12.4231;57.2175
15.8185;56.5982
15.6444;58.3626
11.7738;59.0243
15.8086;56.5853
15.8138;56.5901
15.6366;58.2092
15.6662;58.3537
13.6507;55.6388
13.5292;57.9612
15.5382;58.4151
15.8397;56.5774
13.786;58.2737
11.7738;59.0243
15.6447;58.3629
15.5965;58.3955
19.0301;64.4235
15.645;58.3631
15.614;58.3808
12.922;56.8966
13.524;57.9823
15.5302;58.4149
15.6139;58.3811
15.8496;56.5782
16.6304;62.3143
15.6369;58.2092
15.5954;58.3963
11.7738;59.0243
15.4927;58.411
15.824;56.6058
15.8142;56.59
13.5925;58.0553
15.8138;56.5901
9.91647;59.06946
9.92154;59.19309
14.1825;57.7692
20.1673;66.7666
14.1869;57.7686
15.8206;56.6062
14.1864;57.7673
17.9335;59.4693
15.8181;56.5894
15.8496;56.5782
13.0267;56.8117
9.84824;58.96853
14.1869;57.7686
17.6202;59.6835
15.8397;56.5774
14.1868;57.7678
14.1798;57.7727
13.6812;58.0728
20.1673;66.7666
15.8384;56.5771
15.8143;56.5904
15.8168;56.5991
9.85897;59.23935
15.8086;56.5853
15.2829;60.2085
10.47835;59.8989
13.6531;58.063
13.6326;58.059
13.786;58.2737
15.8142;56.59
15.8384;56.5771
16.7215;60.1819
16.0853;62.1431
13.524;57.9823
15.8496;56.5782
13.5925;58.0553
13.6812;58.0728
13.5925;58.0553
13.62494;51.07497
15.8386;56.5771
15.8181;56.5894
13.6326;58.059
13.5292;57.9612
15.8086;56.5853
16.184;62.1198
13.7458;58.2553
15.8206;56.6062
15.8185;56.5982
13.6812;58.0728
13.6531;58.063
13.5292;57.9612
15.8138;56.5901
13.6326;58.059
13.6812;58.0728
15.8457;56.5772
15.8397;56.5774
9.92154;59.19309
15.8168;56.5991
9.90632;59.24418
15.2829;60.2085
15.8232;56.6061
13.0267;56.8117
9.92154;59.19309
15.8138;56.5901
15.8496;56.5782
13.1494;56.4579
15.8206;56.6062
15.8185;56.5982
21.9042;62.46038
12.701;56.9774
15.8232;56.6061
9.94186;59.06051
13.0267;56.8117
5.434;50.801
12.701;56.9774
16.6745;60.1148
5.434;50.801
9.90632;59.24418
10.93814;59.87079
10.70605;59.9981
10.98509;59.85413
10.99842;59.85728
10.75755;60.04815
10.06359;59.63404
10.78411;60.03971
8.26198;58.61307
8.36147;58.6249
8.32534;58.60073
10.96913;59.85442
10.093;59.65651
11.01986;59.87267
11.0033;59.85794
10.71514;60.02187
15.9949;57.0267
16.8853;58.4179
5.434;50.801
16.8134;58.3661
15.1051;63.4471
15.0176;57.0851
16.1132;59.3813
16.2064;59.8319
13.598;57.9115
15.8847;59.9855
16.9224;59.8599
14.6996;57.0349
16.8328;59.9978
14.8076;59.9282
14.7312;58.3316
14.6276;58.7027
15.2576;61.3438
14.6254;58.8461
14.7756;56.8352
14.6445;58.7172
16.2385;59.7487
15.1159;59.4609
13.5983;57.9123
14.1346;55.6335
16.8393;60.0171
14.7596;61.7651
14.787;61.7531
14.6225;58.701
14.9206;59.634
14.8812;61.7453
16.2064;59.8319
12.0262;57.8677
15.2575;56.752
14.9361;59.8056
14.757;61.7627
14.6451;58.9363
14.811;59.5356
14.8857;61.7438
14.49;59.7886
14.7595;61.7651
11.3517;58.528
14.8212;58.3754
14.9119;58.3748
11.7135;58.1431
12.6826;57.4426
16.2064;59.8319
14.7577;61.7623
11.7133;58.1428
12.6819;57.4414
16.8476;60.0301
16.833;59.9978
14.8499;58.3771
14.9081;58.7778
14.757;61.7627
15.2575;56.752
16.8328;59.9978
14.7595;61.7652
15.4747;59.8288
15.8263;57.3933
14.811;59.5356
16.8419;60.0086
14.7869;61.7529
14.1255;55.7329
16.846;60.0302
14.8499;58.3772
17.0979;59.6861
14.7596;61.7651
13.5974;57.9136
14.8857;61.7438
16.9224;59.8599
15.7784;59.7953
14.8176;58.331
14.7859;56.8661
14.6996;57.0349
14.8381;58.7696
16.0041;59.8192
14.4886;59.665
14.8829;61.7453
14.1935;56.6126
16.0357;59.8067
11.7126;58.1431
12.0263;57.8677
20.8276;66.1582
16.8393;60.0171
14.6996;57.0349
16.0433;60.2785
13.9127;56.8075
17.099;59.731
15.3271;61.3194
16.1132;59.3813
16.846;60.0302
14.486;56.7622
13.8623;56.7219
11.9707;58.3596
16.0445;60.2793
16.8384;60.0185
7.29228;51.9665
16.846;60.0302
16.9976;59.7738
-2.74814;52.74342
14.7264;56.9228
14.1255;55.7329
12.1914;57.4398
12.8254;56.4062
16.0445;60.2793
14.5609;56.9753
27.39996;61.45597
16.846;60.0302
7.73731;62.93751
16.8419;60.0086
16.8384;60.0185
13.9789;56.8705
14.5646;56.973
14.4095;56.9214
24.73521;60.18077
16.0445;60.2793
14.672;56.5202
24.73521;60.18077
0.24773;51.8643
16.8328;59.9978
15.5621;60.4036
14.8283;56.9128
14.8532;59.869
15.2576;61.3438
13.25449;49.0778
16.6092;60.107
16.0445;60.2793
14.4906;56.8091
11.9707;58.3596
16.0445;60.2793
16.0445;60.2793
16.6198;60.1091
15.5621;60.4036
15.1051;63.4471
16.8384;60.0185
13.5881;56.7308
16.5191;60.1807
14.8832;61.7448
12.1914;57.4398
15.6061;58.366
14.9119;61.7376
14.3818;59.3388
0.24773;51.8643
15.6026;58.3907
14.4886;59.665
15.6069;58.372
14.1255;55.7329
14.8829;61.7453
15.6114;59.2313
15.6062;58.3733
16.5485;60.1727
14.9126;61.7378
14.9128;61.738
14.8821;61.7453
0.22376;51.84946
14.9119;61.7376
17.6676;59.0459
13.5295;56.4846
14.5078;59.3765
14.7678;61.7615
25.74221;62.227399999223
16.1132;59.3813
15.6061;58.3924
14.9125;61.7378
14.8857;61.7438
5.434;50.801
15.8874;56.7807
12.1914;57.4398
25.74221;62.227399999223
27.33288;60.56764
15.6062;58.3733
5.434;50.801
12.1914;57.4398
30.10326;62.41802
13.0661;56.7308
8.43403;58.81291
7.83575;58.06711
9.85844;59.23935
9.85897;59.23935
9.85844;59.23935
13.8534;56.0995
5.737;51.127
13.8534;56.1099
16.8843;59.401
17.3065;60.4638
16.5569;58.6447
16.4122;60.2571
15.637;58.2029
17.3167;60.4624
15.6365;58.2033
16.5771;59.4897
15.5973;60.3397
17.218;60.4042
15.6361;58.2035
15.7072;58.3521
22.22718;62.75416
14.6895;59.102
16.4122;60.2571
15.6362;58.2029
13.0957;56.7058
16.5771;59.4897
17.9282;59.9131
10.78089;50.79225
12.0328;57.875
12.626;60.9995
12.0328;57.875
16.2729;59.5244
12.0328;57.875
6.11;49.47
18.2591;59.5871
21.81757;53.56885
13.2077;55.5549
17.3007;60.4556
12.0328;57.875
17.3526;59.448
12.0328;57.875
15.9321;58.9281
16.6114;59.4747
22.22718;62.75416
12.2815;57.4302
12.285;57.429
10.60825;59.95149
14.3334;57.2125
12.2815;57.4302
12.2815;57.4302
12.626;60.9995
10.4849;59.90625
17.4497;60.5417
18.1218;59.5033
28.76678;61.25212
12.285;57.429
12.2815;57.4302
17.9288;59.9142
12.285;57.429
12.2815;57.4302
10.4849;59.90625
10.47139;59.97337
12.2815;57.4302
10.06917;59.64207
9.85897;59.23935
10.94418;59.87603
10.94418;59.87603
10.71514;60.02187
10.93429;59.87188
10.71514;60.02187
10.09459;59.6578
9.85844;59.23935
10.93429;59.87188
10.06823;59.63157
9.95295;59.13349
11.04162;59.84451
10.70906;60.0543
10.02928;59.1406
10.94418;59.87603
11.01986;59.87267
11.01986;59.87267
10.97165;59.82096
10.093;59.65651
13.5442;55.6451
17.2781;60.5588
15.6438;58.1992
17.3395;60.6236
13.9748;60.6157
15.6697;58.1891
17.0143;60.7518
17.3395;60.6236
17.2924;60.4742
13.9761;60.8936
15.6795;60.2179
16.7811;60.2429
14.471;60.3087
13.9753;60.6154
15.6808;60.2185
17.3036;60.6357
15.6042;58.3762
15.6096;58.3868
15.6042;58.3762
16.0414;60.594
15.6812;60.2175
15.6144;58.3621
14.1828;60.9528
17.2924;60.4742
16.7811;60.2429
15.6042;58.3762
17.0143;60.7518
14.20829;50.92497
16.9733;60.7671
15.6137;58.3748
16.0414;60.594
13.9748;60.6157
15.6249;58.3153
13.9758;60.6155
17.3395;60.6236
17.3036;60.6357
17.3395;60.6236
22.1976;65.9213
15.9908;56.9562
16.7811;60.2429
16.9392;60.3247
10.71532;59.89073
17.3036;60.6357
16.0479;60.5934
17.2819;60.7822
23.5302;65.847
17.2819;60.7822
16.0414;60.594
17.3395;60.6236
-2.07405;52.73228
16.9031;60.2896
17.2819;60.7822
16.5858;60.1754
16.0479;60.5934
21.9744;65.7729
23.5863;65.8288
13.62494;50.97497
17.3395;60.6236
-1.09182;53.20667
17.3395;60.6236
23.5503;66.2981
17.3036;60.6357
17.2781;60.5588
17.3036;60.6357
17.2781;60.5588
16.0715;60.5916
23.531;65.8425
23.5216;65.8186
16.9392;60.3247
22.2053;65.9254
16.9011;60.2882
16.9392;60.3247
17.3036;60.6357
20.0396;65.4147
16.5973;60.1713
22.2107;65.9207
13.62494;50.97497
16.9328;65.8114
15.6377;58.2024
15.6365;58.2027
17.9005;59.5314
27.089;60.90462
13.9753;60.6154
15.6107;60.192
15.3764;57.3676
13.4071;60.6372
13.9748;60.6157
21.37508;59.78358
13.9761;60.8936
14.37497;50.92498
13.9758;60.6155
5.721;51.1
10.66913;59.89976
7.83181;58.06994
10.72915;59.89198
8.43361;58.81227
8.4335;58.81275
-0.23508;52.40489
21.82405;53.55088
21.82395;53.54285
21.82405;53.55088
15.6258;58.3611
17.9481;60.4205
21.81757;53.56885
15.7849;58.2634
15.9908;56.9562
15.6447;58.3587
17.5;60.6194
13.4594;55.6953
17.3419;60.4946
17.5764;60.637
17.9521;60.5106
15.0382;59.2825
17.984;60.5266
21.82395;53.54285
17.8883;60.2882
18.2301;57.2547
15.0571;59.2896
18.2398;57.256
18.2297;57.2549
18.3281;60.2768
17.0417;60.43
14.8493;56.1568
17.9814;60.5011
16.948;60.3372
14.3766;60.2363
14.6538;58.3378
16.972;60.7664
16.8476;60.2849
16.9751;60.7664
16.7502;60.1982
17.0159;60.7524
17.0429;60.4389
5.316;51.01
17.2857;60.4579
17.2847;60.4581
17.1994;60.4146
17.0155;60.7526
16.9392;60.7721
17.2847;60.4581
16.9731;60.7667
23.65695;60.23429
14.9948;56.1747
14.3766;60.2363
16.9717;60.7583
14.6538;58.3378
16.7516;60.1955
14.3766;60.2363
17.0161;60.7526
16.8502;60.2865
16.972;60.7664
17.0161;60.7526
17.0159;60.7524
16.7516;60.1955
16.9486;60.3339
14.3766;60.2363
17.2868;60.4583
17.1378;60.3961
17.2868;60.4583
16.7502;60.1982
14.3766;60.2363
21.82405;53.55088
16.9731;60.7667
17.7094;64.8257
17.1994;60.4148
16.9724;60.7668
16.7514;60.1963
16.9731;60.7667
16.8456;60.2841
14.421;60.238
11.9175;57.5891
16.9719;60.7582
14.4521;60.3405
16.9719;60.7582
11.9175;57.5891
16.8502;60.2865
16.8476;60.2849
16.8493;60.2863
16.8493;60.2863
23.15857;59.86135
24.01742;60.24289
14.4521;60.3405
16.9724;60.7668
16.9486;60.3339
16.8563;60.2851
16.972;60.7664
14.1668;60.1884
16.9751;60.7664
16.9759;60.7663
11.9175;57.5891
14.4521;60.3405
17.2868;60.4583
17.0159;60.7524
11.9175;57.5891
14.4521;60.3405
16.9717;60.7583
14.1668;60.1884
16.9757;60.7664
14.1668;60.1884
16.9759;60.7664
16.9757;60.7664
16.9493;60.3375
11.9175;57.5891
11.9151;57.5925
13.6376;56.0844
12.9689;55.8123
11.9151;57.5925
11.9175;57.5891
11.9165;57.5922
11.9165;57.5922
-3.43133;54.35988
13.0807;55.6515
11.00762;59.8446
11.4064;61.16823
11.4031;61.16438
10.0273;59.14016
9.85897;59.23935
11.40281;61.16922
11.40003;61.16443
11.4028;61.16981
6.34727;60.4042
11.40082;61.16801
11.40314;61.16493
11.40719;61.16877
11.40023;61.16723
11.4064;61.16823
9.85844;59.23935
6.34695;60.40378
11.40591;61.16936
11.4022;61.16848
11.40684;61.16807
10.99749;59.84045
11.40725;61.16795
11.40264;61.17018
11.40566;61.16948
11.40265;61.16676
11.0004;59.84438
11.39915;61.16654
11.40491;61.16836
11.40082;61.16801
11.4056;61.16918
11.40591;61.16936
10.56888;60.04546
11.40536;61.16947
11.40251;61.16549
11.40267;61.1686
11.40348;61.16555
11.40258;61.16956
11.40684;61.16807
11.40257;61.16531
11.40603;61.16898
11.40348;61.16555
11.4056;61.16918
11.40247;61.16489
11.4064;61.16823
11.40268;61.16432
11.40003;61.16443
6.34727;60.4042
11.39975;61.16704
11.40491;61.16836
11.40211;61.16658
11.40258;61.16956
11.39938;61.1671
10.7418;59.89635
11.40023;61.16723
11.40178;61.16829
11.40281;61.16922
11.40268;61.16432
11.40211;61.16658
11.40536;61.16947
11.40354;61.16484
11.40003;61.16443
11.4022;61.16848
11.40068;61.16685
11.4028;61.16981
11.40354;61.16484
6.1659;60.31266
11.40583;61.16898
11.40204;61.16783
11.40004;61.16652
21.4721;51.655
15.6258;58.3611
15.6714;58.2982
12.9742;58.1268
12.0371;57.5432
16.4614;57.1503
16.4614;57.1502
12.9742;58.1268
12.9221;57.7344
12.9761;58.1266
15.6714;58.2982
12.9761;58.1266
16.1627;58.5878
12.7046;57.1343
15.6595;57.8885
16.2145;58.0597
15.3327;57.8754
15.6589;57.887
14.2376;57.7746
12.7046;57.1343
12.9221;57.7344
21.92596;60.61544
15.7849;58.2634
15.659;57.887
15.6595;57.8885
16.2145;58.0597
12.0415;57.5384
15.3327;57.8754
14.2376;57.7746
15.6447;58.3587
15.3547;56.6379
15.3547;56.6379
16.9015;62.1645
15.6714;58.2982
15.3499;61.9248
16.4614;57.1503
12.6283;58.031
16.4614;57.1502
16.4414;56.5723
17.048;61.04
14.87499;51.22499
16.4614;57.1502
12.9761;58.1266
16.4414;56.5723
8.86255;54.82115
16.1657;57.0197
13.1458;58.0198
16.4614;57.1503
12.9761;58.1266
15.2971;57.9978
12.9221;57.7344
16.4157;56.3178
16.1657;57.0197
16.4157;56.3178
12.6283;58.031
16.9363;61.9139
13.1458;58.0198
12.9221;57.7344
15.3497;61.9249
9.21098;49.13867
15.2971;57.9978
15.6714;58.2982
16.4157;56.3178
16.1657;57.0197
14.2565;56.814
16.4501;57.4148
15.5202;58.0582
12.8654;57.8888
13.1458;58.0198
15.5202;58.0582
12.8654;57.8888
14.2565;56.814
15.6714;58.2982
13.1458;58.0207
15.6714;58.2982
13.1458;58.0198
13.1458;58.0207
16.4501;57.4148
16.4414;56.5723
16.4414;56.5723
14.2527;56.8156
15.3541;56.549
15.3547;56.6379
15.3541;56.549
16.4414;56.5723
14.3479;57.0258
16.1657;57.0197
14.2526;56.8156
12.7046;57.1343
16.4414;56.5723
-4.86503;57.30964
12.9742;58.1268
15.3547;56.6379
12.9742;58.1268
12.7046;57.1343
16.4157;56.3178
8.89913;58.97165
22.19903;60.64307
12.9969;56.6919
16.3198;62.0789
6.45;49.71
6.11;49.47
6.43;49.71
6.02;49.51
10.99728;59.84828
11.40258;61.16956
11.40251;61.16549
-3.15944;54.54257
10.5813;60.05211
9.02371;59.08081
11.39975;61.16704
11.02041;59.88056
11.40226;61.16462
10.4703;60.02365
10.47322;60.02218
10.58413;60.0515
11.40004;61.16652
9.0269;59.07908
10.94222;59.83899
10.94679;59.83929
10.56746;60.04458
9.02437;59.08035
15.528;58.4158
15.5357;58.4128
15.5939;58.3964
15.5314;58.4132
15.6652;58.3496
15.6531;58.3663
15.6435;58.3677
15.639;58.3702
14.8472;60.0189
15.6412;58.369
15.1007;63.4473
15.6352;58.3674
14.5436;59.9368
15.6413;58.3612
15.6668;58.3494
15.6619;58.3544
13.74835;50.74883
15.1003;63.4501
13.74835;50.74883
15.1008;63.448
13.74835;50.74883
6.44;49.71
15.118;57.5842
15.1632;57.5744
11.01726;59.87897
10.57485;60.0542
10.56297;60.04987
10.94113;59.83879
11.0173;59.88025
13.4566;59.3483
16.6217;57.6903
20.2713;66.033
15.543;62.2931
13.1458;58.0198
16.622;57.6882
16.622;57.6882
12.9943;56.869
12.903;56.6311
15.3541;56.549
0.9851;51.97516
22.4813;66.6375
13.1458;58.0207
13.70828;50.77497
12.5385;57.0626
25.40503;65.02313
22.3088;65.5188
15.3922;57.7671
-1.32518;53.2698
13.1458;58.0207
13.1458;58.0198
-1.32376;53.35969
16.6216;57.6903
12.8766;56.8361
22.3142;65.5177
25.40503;65.02313
15.3541;56.549
12.891;56.9109
