individual;development;r;DT;mortality_total;mortality_L2;mortality_L3;temp;loc;year;stage
PSW15014;NA;NA;NA;0;0;0;15;Praha;2013;L2
PSW15013;NA;NA;NA;0;0;0;15;Praha;2013;L2
100P15;NA;NA;NA;0;0;0;15;Praha;2012;L2
10B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L2
DSW18008;NA;NA;NA;0;0;0;18;Domazlice;2013;L2
PSW1803001;NA;NA;NA;0;0;0;18;Praha;2013;L2
PSW21021;NA;NA;NA;0;0;0;21;Praha;2013;L2
BSW21004001;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
PSW21035;NA;NA;NA;0;0;0;21;Praha;2013;L2
BSW21001;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW18013;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
KSW1801005;NA;NA;NA;0;0;0;18;Klatovy;2013;L2
BSW21002;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
DSW18013;NA;NA;NA;0;0;0;18;Domazlice;2013;L2
126B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
17P15;NA;NA;NA;0;0;0;15;Praha;2012;L2
18P15;NA;NA;NA;0;0;0;15;Praha;2012;L2
19P15;NA;NA;NA;0;0;0;15;Praha;2012;L2
44B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L2
58B21;NA;NA;NA;0;0;0;21;Bestvi;2012;L2
BSW18008;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
BSW18011;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
BSW21003001;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21005001;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21016;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21017;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
DSW18009;NA;NA;NA;0;0;0;18;Domazlice;2013;L2
DSW18010;NA;NA;NA;0;0;0;18;Domazlice;2013;L2
DSW18021;NA;NA;NA;0;0;0;18;Domazlice;2013;L2
KSW1801001;NA;NA;NA;0;0;0;18;Klatovy;2013;L2
PSW18004;NA;NA;NA;0;0;0;18;Praha;2013;L2
PSW18009;NA;NA;NA;0;0;0;18;Praha;2013;L2
PSW18010;NA;NA;NA;0;0;0;18;Praha;2013;L2
PSW1803003;NA;NA;NA;0;0;0;18;Praha;2013;L2
PSW1803006;NA;NA;NA;0;0;0;18;Praha;2013;L2
PSW21012;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21019;NA;NA;NA;0;0;0;21;Praha;2013;L2
BSW21001001;NA;NA;NA;1;1;1;21;Bestvi;2013;L2
BSW21002001;NA;NA;NA;1;1;1;21;Bestvi;2013;L2
BSW21032;NA;NA;NA;1;1;1;21;Bestvi;2013;L2
71B21;408;0.005952381;3528;1;1;1;21;Bestvi;2012;L3
72B21;408;0.005952381;3528;1;1;1;21;Bestvi;2012;L3
73B21;480;0.004166667;5040;0;1;1;21;Bestvi;2012;L3
74B21;480;0.004166667;5040;0;1;1;21;Bestvi;2012;L3
75B21;480;0.004166667;5040;0;1;1;21;Bestvi;2012;L3
76B21;480;0.004166667;5040;0;1;1;21;Bestvi;2012;L3
BSW21005002;498;0.003412969;6153;0;1;1;21;Bestvi;2013;L3
1B15;696;0.00245098;6120;1;1;1;15;Bestvi;2012;L3
2B15;696;0.00245098;6120;1;1;1;15;Bestvi;2012;L3
21B15;720;0.001984127;7560;0;1;1;15;Bestvi;2012;L3
20B15;720;0.001984127;7560;1;1;1;15;Bestvi;2012;L3
136P15;792;0.003472222;4320;0;1;1;15;Praha;2012;L3
4B15;792;0.00245098;6120;0;1;1;15;Bestvi;2012;L3
3B15;792;0.00245098;6120;1;1;1;15;Bestvi;2012;L3
22B15;792;0.002083333;7200;0;1;1;15;Bestvi;2012;L3
23B15;792;0.002083333;7200;0;1;1;15;Bestvi;2012;L3
24B15;792;0.002083333;7200;0;1;1;15;Bestvi;2012;L3
132P21;NA;0.004166667;5040;0;1;1;21;Praha;2012;L3
125B25;NA;0.004166667;6000;0;1;1;25;Bestvi;2012;L3
131P21;NA;0.004166667;5040;0;1;1;21;Praha;2012;L3
83B21;NA;0.003787879;5544;1;1;1;21;Bestvi;2012;L3
84B21;NA;0.003787879;5544;1;1;1;21;Bestvi;2012;L3
DSW18001;NA;0.003710575;4851;1;1;1;18;Domazlice;2013;L3
DSW18001;NA;0.003710575;4851;1;1;1;18;Domazlice;2013;L3
12P15;NA;0.00297619;5040;1;1;1;15;Praha;2012;L3
DSW18002;NA;0.002735978;6579;0;1;1;18;Domazlice;2013;L3
13P15;NA;0.00245098;6120;0;1;1;15;Praha;2012;L3
99P15;NA;0.00245098;6120;1;1;1;15;Praha;2012;L3
14P15;NA;0.002083333;7200;0;1;1;15;Praha;2012;L3
127P21;NA;NA;NA;0;1;0;21;Praha;2012;L3
86P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
87P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
88P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
89P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
90P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
91P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
BSW21024;NA;NA;NA;0;1;0;21;Bestvi;2013;L3
PSW21005;NA;NA;NA;0;1;0;21;Praha;2013;L3
BSW21014;NA;NA;NA;0;1;0;21;Bestvi;2013;L3
PSW1803002;NA;NA;NA;0;1;0;18;Praha;2013;L3
DSW18004;NA;NA;NA;0;1;0;18;Domazlice;2013;L3
PSW21040;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW2504002;NA;NA;NA;0;1;0;25;Praha;2013;L3
PSW18028;NA;NA;NA;0;1;0;18;Praha;2013;L3
PSW18023;NA;NA;NA;0;1;0;18;Praha;2013;L3
BSW21004;NA;NA;NA;0;1;0;21;Bestvi;2013;L3
BSW21003;NA;NA;NA;0;1;0;21;Bestvi;2013;L3
BSW21005;NA;NA;NA;0;1;0;21;Bestvi;2013;L3
KSW1801003;NA;NA;NA;0;1;0;18;Klatovy;2013;L3
PSW21033;NA;NA;NA;0;1;0;21;Praha;2013;L3
DSW18019;NA;NA;NA;0;1;0;18;Domazlice;2013;L3
PSW21058;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW21053;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW18014;NA;NA;NA;0;1;0;18;Praha;2013;L3
PSW18015;NA;NA;NA;0;1;0;18;Praha;2013;L3
KSW18003;NA;NA;NA;0;1;0;18;Klatovy;2013;L3
PSW18012;NA;NA;NA;0;1;0;18;Praha;2013;L3
BSW21008;NA;NA;NA;0;1;0;21;Bestvi;2013;L3
PSW21060;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW21037;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW21052;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW21054;NA;NA;NA;0;1;0;21;Praha;2013;L3
KSW1801002;NA;NA;NA;0;1;0;18;Klatovy;2013;L3
PSW21045;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW21066;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW21067;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW21006;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW18034;NA;NA;NA;0;1;0;18;Praha;2013;L3
DSW18005;NA;NA;NA;0;1;0;18;Domazlice;2013;L3
PSW1803005;NA;NA;NA;0;1;0;18;Praha;2013;L3
PSW18002;NA;NA;NA;0;1;0;18;Praha;2013;L3
BSW21006;NA;NA;NA;0;1;0;21;Bestvi;2013;L3
PSW21007;NA;NA;NA;0;1;0;21;Praha;2013;L3
51B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L3
52B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L3
53B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L3
54B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L3
55B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L3
56B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L3
66P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
67P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
BSW21021;NA;NA;NA;0;1;0;21;Bestvi;2013;L3
11P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
BSW21025;NA;NA;NA;0;1;0;21;Bestvi;2013;L3
PSW21041;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW21042;NA;NA;NA;0;1;0;21;Praha;2013;L3
92P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
57B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L3
PSW18033;NA;NA;NA;0;1;0;18;Praha;2013;L3
BSW18016;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
BSW18020;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
BSW18023;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
KSW18005;NA;NA;NA;0;1;0;18;Klatovy;2013;L3
PSW18027;NA;NA;NA;0;1;0;18;Praha;2013;L3
PSW18029;NA;NA;NA;0;1;0;18;Praha;2013;L3
BSW18025;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
KSW18013;NA;NA;NA;0;1;0;18;Klatovy;2013;L3
PSW18025;NA;NA;NA;0;1;0;18;Praha;2013;L3
KSW1801004;NA;NA;NA;0;1;0;18;Klatovy;2013;L3
PSW21020;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW18007;NA;NA;NA;0;1;0;18;Praha;2013;L3
PSW21030;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW21032;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW21055;NA;NA;NA;0;1;0;21;Praha;2013;L3
BSW18009;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
BSW18014;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
BSW18015;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
BSW18017;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
PSW18022;NA;NA;NA;0;1;0;18;Praha;2013;L3
PSW21034;NA;NA;NA;0;1;0;21;Praha;2013;L3
BSW18003;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
PSW18011;NA;NA;NA;0;1;0;18;Praha;2013;L3
BSW18004;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
PSW21063;NA;NA;NA;0;1;0;21;Praha;2013;L3
BSW18032;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
PSW18035;NA;NA;NA;0;1;0;18;Praha;2013;L3
BSW18007;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
DSW18006;NA;NA;NA;0;1;0;18;Domazlice;2013;L3
KSW18002;NA;NA;NA;0;1;0;18;Klatovy;2013;L3
PSW21047;NA;NA;NA;0;1;0;21;Praha;2013;L3
DSW18026;NA;NA;NA;0;1;0;18;Domazlice;2013;L3
PSW18013;NA;NA;NA;0;1;0;18;Praha;2013;L3
PSW1803004;NA;NA;NA;0;1;0;18;Praha;2013;L3
5B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
6B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
7B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
8B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
9B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
BSW21027;NA;NA;NA;0;1;0;21;Bestvi;2013;L3
93P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
KSW18008;NA;NA;NA;0;1;0;18;Klatovy;2013;L3
PSW15004;NA;NA;NA;0;1;0;15;Praha;2013;L3
KSW18001;NA;NA;NA;0;1;0;18;Klatovy;2013;L3
115B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L3
116B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L3
117B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L3
118B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L3
119B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L3
120B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L3
121B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L3
122B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L3
123B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L3
124B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L3
98P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
BSW18001;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
PSW15001;NA;NA;NA;0;1;0;15;Praha;2013;L3
BSW18002;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
DSW18011;NA;NA;NA;0;1;0;18;Domazlice;2013;L3
DSW18020;NA;NA;NA;0;1;0;18;Domazlice;2013;L3
BSW18019;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
PSW18024;NA;NA;NA;0;1;0;18;Praha;2013;L3
PSW18026;NA;NA;NA;0;1;0;18;Praha;2013;L3
PSW21071;NA;NA;NA;0;1;0;21;Praha;2013;L3
KSW18011;NA;NA;NA;0;1;0;18;Klatovy;2013;L3
PSW18039;NA;NA;NA;0;1;0;18;Praha;2013;L3
BSW18028;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
BSW18034;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
DSW18015;NA;NA;NA;0;1;0;18;Domazlice;2013;L3
DSW18016;NA;NA;NA;0;1;0;18;Domazlice;2013;L3
DSW18018;NA;NA;NA;0;1;0;18;Domazlice;2013;L3
BSW18024;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
PSW18001;NA;NA;NA;0;1;0;18;Praha;2013;L3
PSW15003;NA;NA;NA;0;1;0;15;Praha;2013;L3
PSW21049;NA;NA;NA;0;1;0;21;Praha;2013;L3
PSW21026;NA;NA;NA;0;1;0;21;Praha;2013;L3
15P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
PSW21051;NA;NA;NA;0;1;0;21;Praha;2013;L3
KSW1801006;NA;NA;NA;0;1;0;18;Klatovy;2013;L3
DSW18017;NA;NA;NA;0;1;0;18;Domazlice;2013;L3
PSW18005;NA;NA;NA;0;1;0;18;Praha;2013;L3
DSW18023;NA;NA;NA;0;1;0;18;Domazlice;2013;L3
25B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
26B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
27B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
28B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
29B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
30B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
31B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
32B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
33B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
34B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
35B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
36B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
37B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
38B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
39B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
40B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
77B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L3
78B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L3
79B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L3
80B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L3
81B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L3
82B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L3
BSW18026;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
41B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
42B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
BSW18005;NA;NA;NA;0;1;0;18;Bestvi;2013;L3
PSW15016;NA;NA;NA;0;1;0;15;Praha;2013;L3
PSW21072;NA;NA;NA;0;1;0;21;Praha;2013;L3
16P15;NA;NA;NA;0;1;0;15;Praha;2012;L3
43B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L3
PSW15015;NA;NA;NA;0;1;0;15;Praha;2013;L3
PSW18031;NA;NA;NA;0;1;0;18;Praha;2013;L3
PSW2504001;NA;NA;NA;0;0;0;25;Praha;2013;L3
85B21;NA;NA;NA;0;0;0;21;Bestvi;2012;L3
128P21;NA;NA;NA;0;0;0;21;Praha;2012;L3
129P21;NA;NA;NA;0;0;0;21;Praha;2012;L3
102B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
103B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
104B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
105B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
106B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
107B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
108B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
109B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
110B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
111B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
112B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
113B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
114B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
130P21;NA;NA;NA;0;0;0;21;Praha;2012;L3
BSW21019;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW21020;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW21011;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW21009;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW21010;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW21013;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW21015;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
PSW21023;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21008;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21009;NA;NA;NA;0;0;0;21;Praha;2013;L3
BSW21022;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
PSW21031;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21044;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21048;NA;NA;NA;0;0;0;21;Praha;2013;L3
BSW21030;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW21031;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
138P15;NA;NA;NA;0;0;0;15;Praha;2012;L3
139P15;NA;NA;NA;0;0;0;15;Praha;2012;L3
133B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L3
134B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L3
135R15;NA;NA;NA;0;0;0;15;Praha;2012;L3
DSW18022;NA;NA;NA;0;0;0;18;Domazlice;2013;L3
KSW18007;NA;NA;NA;0;0;0;18;Klatovy;2013;L3
PSW21038;NA;NA;NA;0;0;0;21;Praha;2013;L3
DSW18003;NA;NA;NA;0;0;0;18;Domazlice;2013;L3
PSW21062;NA;NA;NA;0;0;0;21;Praha;2013;L3
BSW21018;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
PSW21024;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21059;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21064;NA;NA;NA;0;0;0;21;Praha;2013;L3
BSW21007;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW21012;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW21026;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW21028;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
PSW21022;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21015;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21018;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21017;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21016;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21010;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21011;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21001;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21002;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21003;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21004;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21068;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21069;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21070;NA;NA;NA;0;0;0;21;Praha;2013;L3
BSW18035;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
DSW18027;NA;NA;NA;0;0;0;18;Domazlice;2013;L3
BSW2100?;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
DSW18024;NA;NA;NA;0;0;0;18;Domazlice;2013;L3
PSW21043;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW18017;NA;NA;NA;0;0;0;18;Praha;2013;L3
PSW18018;NA;NA;NA;0;0;0;18;Praha;2013;L3
PSW21027;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21028;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21057;NA;NA;NA;0;0;0;21;Praha;2013;L3
BSW18029;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
BSW21029;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW18027;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
DSW18025;NA;NA;NA;0;0;0;18;Domazlice;2013;L3
PSW21029;NA;NA;NA;0;0;0;21;Praha;2013;L3
DSW18012;NA;NA;NA;0;0;0;18;Domazlice;2013;L3
PSW18006;NA;NA;NA;0;0;0;18;Praha;2013;L3
PSW18008;NA;NA;NA;0;0;0;18;Praha;2013;L3
PSW21014;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW18030;NA;NA;NA;0;0;0;18;Praha;2013;L3
BSW21004002;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW21004003;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW21004004;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW21004005;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
KSW18009;NA;NA;NA;0;0;0;18;Klatovy;2013;L3
PSW18032;NA;NA;NA;0;0;0;18;Praha;2013;L3
DSW18007;NA;NA;NA;0;0;0;18;Domazlice;2013;L3
BSW18038;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
PSW18003;NA;NA;NA;0;0;0;18;Praha;2013;L3
DSW18028;NA;NA;NA;0;0;0;18;Domazlice;2013;L3
BSW18036;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
BSW18037;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
KSW18010;NA;NA;NA;0;0;0;18;Klatovy;2013;L3
PSW18036;NA;NA;NA;0;0;0;18;Praha;2013;L3
PSW18037;NA;NA;NA;0;0;0;18;Praha;2013;L3
PSW18038;NA;NA;NA;0;0;0;18;Praha;2013;L3
BSW18006;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
BSW18030;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
BSW18031;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
PSW18020;NA;NA;NA;0;0;0;18;Praha;2013;L3
PSW18021;NA;NA;NA;0;0;0;18;Praha;2013;L3
45B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L3
46B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L3
94P15;NA;NA;NA;0;0;0;15;Praha;2012;L3
95P15;NA;NA;NA;0;0;0;15;Praha;2012;L3
96P15;NA;NA;NA;0;0;0;15;Praha;2012;L3
97P15;NA;NA;NA;0;0;0;15;Praha;2012;L3
KSW18004;NA;NA;NA;0;0;0;18;Klatovy;2013;L3
BSW18021;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
BSW18022;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
PSW21039;NA;NA;NA;0;0;0;21;Praha;2013;L3
KSW18006;NA;NA;NA;0;0;0;18;Klatovy;2013;L3
PSW21013;NA;NA;NA;0;0;0;21;Praha;2013;L3
PSW21025;NA;NA;NA;0;0;0;21;Praha;2013;L3
BSW15009;NA;NA;NA;0;0;0;15;Bestvi;2013;L3
BSW15008;NA;NA;NA;0;0;0;15;Bestvi;2013;L3
BSW15010;NA;NA;NA;0;0;0;15;Bestvi;2013;L3
BSW15006;NA;NA;NA;0;0;0;15;Bestvi;2013;L3
BSW15007;NA;NA;NA;0;0;0;15;Bestvi;2013;L3
PSW18016;NA;NA;NA;0;0;0;18;Praha;2013;L3
KSW18012;NA;NA;NA;0;0;0;18;Klatovy;2013;L3
BSW18033;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
BSW18010;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
BSW15001;NA;NA;NA;0;0;0;15;Bestvi;2013;L3
PSW15008;NA;NA;NA;0;0;0;15;Praha;2013;L3
BSW15005;NA;NA;NA;0;0;0;15;Bestvi;2013;L3
PSW15009;NA;NA;NA;0;0;0;15;Praha;2013;L3
BSW15004;NA;NA;NA;0;0;0;15;Bestvi;2013;L3
PSW15002;NA;NA;NA;0;0;0;15;Praha;2013;L3
PSW15005;NA;NA;NA;0;0;0;15;Praha;2013;L3
BSW15002;NA;NA;NA;0;0;0;15;Bestvi;2013;L3
BSW18018;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
BSW18018;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
PSW15010;NA;NA;NA;0;0;0;15;Praha;2013;L3
68P15;NA;NA;NA;0;0;0;15;Praha;2012;L3
69P15;NA;NA;NA;0;0;0;15;Praha;2012;L3
PSW15006;NA;NA;NA;0;0;0;15;Praha;2013;L3
BSW15003;NA;NA;NA;0;0;0;15;Bestvi;2013;L3
PSW15007;NA;NA;NA;0;0;0;15;Praha;2013;L3
PSW15012;NA;NA;NA;0;0;0;15;Praha;2013;L3
137P15;NA;NA;NA;0;0;0;15;Praha;2012;L3
PSW15011;NA;NA;NA;0;0;0;15;Praha;2013;L3
PSW15014;NA;NA;NA;0;0;0;15;Praha;2013;L3
PSW15013;NA;NA;NA;0;0;0;15;Praha;2013;L3
100P15;NA;NA;NA;0;0;0;15;Praha;2012;L3
10B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L3
DSW18008;NA;NA;NA;0;0;0;18;Domazlice;2013;L3
PSW1803001;NA;NA;NA;0;0;0;18;Praha;2013;L3
PSW21021;NA;NA;NA;0;0;0;21;Praha;2013;L3
BSW21004001;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
PSW21035;NA;NA;NA;0;0;0;21;Praha;2013;L3
BSW21001;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
BSW18013;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
KSW1801005;NA;NA;NA;0;0;0;18;Klatovy;2013;L3
BSW21002;NA;NA;NA;0;0;0;21;Bestvi;2013;L3
DSW18013;NA;NA;NA;0;0;0;18;Domazlice;2013;L3
126B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L3
17P15;NA;NA;NA;0;0;0;15;Praha;2012;L3
18P15;NA;NA;NA;0;0;0;15;Praha;2012;L3
19P15;NA;NA;NA;0;0;0;15;Praha;2012;L3
44B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L3
58B21;NA;NA;NA;0;0;0;21;Bestvi;2012;L3
BSW18008;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
BSW18011;NA;NA;NA;0;0;0;18;Bestvi;2013;L3
