;egg;L1;L2;L3;pupae;total;temp;loc;year;DT_egg;DT_L1;DT_L2;DT_L3;DT_pupae;DT_total
83B21;3;#HODNOTA!;#HODNOTA!;11;6;#HODNOTA!;21;Bestvi;2012;63;#HODNOTA!;#HODNOTA!;231;126;#HODNOTA!
84B21;3;#HODNOTA!;#HODNOTA!;11;6;#HODNOTA!;21;Bestvi;2012;63;#HODNOTA!;#HODNOTA!;231;126;#HODNOTA!
DSW18001;#HODNOTA!;3.083333333;1.979166667;11.22916667;7.833333333;#HODNOTA!;18;Domazlice;2013;#HODNOTA!;55.5;35.625;202.125;141;#HODNOTA!
DSW18001;#HODNOTA!;3.083333333;1.979166667;11.22916667;7.833333333;#HODNOTA!;18;Domazlice;2013;#HODNOTA!;55.5;35.625;202.125;141;#HODNOTA!
71B21;3;3;4;7;10;27;21;Bestvi;2012;63;63;84;147;210;567
3B15;3;9;4;17;12;45;15;Bestvi;2012;45;135;60;255;180;675
99P15;#HODNOTA!;#HODNOTA!;4;17;12;#HODNOTA!;15;Praha;2012;#HODNOTA!;#HODNOTA!;60;255;180;#HODNOTA!
20B15;3;3;3;21;12;42;15;Bestvi;2012;45;45;45;315;180;630
72B21;3;3;4;7;13;30;21;Bestvi;2012;63;63;84;147;273;630
1B15;3;6;3;17;16;45;15;Bestvi;2012;45;90;45;255;240;675
2B15;3;6;3;17;16;45;15;Bestvi;2012;45;90;45;255;240;675
12P15;#HODNOTA!;#HODNOTA!;6;14;22;#HODNOTA!;15;Praha;2012;#HODNOTA!;#HODNOTA!;90;210;330;#HODNOTA!
73B21;3;3;4;10;#HODNOTA!;#HODNOTA!;21;Bestvi;2012;63;63;84;210;#HODNOTA!;#HODNOTA!
74B21;3;3;4;10;#HODNOTA!;#HODNOTA!;21;Bestvi;2012;63;63;84;210;#HODNOTA!;#HODNOTA!
75B21;3;3;4;10;#HODNOTA!;#HODNOTA!;21;Bestvi;2012;63;63;84;210;#HODNOTA!;#HODNOTA!
76B21;3;3;4;10;#HODNOTA!;#HODNOTA!;21;Bestvi;2012;63;63;84;210;#HODNOTA!;#HODNOTA!
132P21;#HODNOTA!;#HODNOTA!;4;10;#HODNOTA!;#HODNOTA!;21;Praha;2012;#HODNOTA!;#HODNOTA!;84;210;#HODNOTA!;#HODNOTA!
125B25;#HODNOTA!;#HODNOTA!;4;10;#HODNOTA!;#HODNOTA!;25;Bestvi;2012;#HODNOTA!;#HODNOTA!;100;250;#HODNOTA!;#HODNOTA!
131P21;3;#HODNOTA!;#HODNOTA!;10;#HODNOTA!;#HODNOTA!;21;Praha;2012;63;#HODNOTA!;#HODNOTA!;210;#HODNOTA!;#HODNOTA!
136P15;9;6;6;12;#HODNOTA!;#HODNOTA!;15;Praha;2012;135;90;90;180;#HODNOTA!;#HODNOTA!
BSW21005002;3.479166667;2.96875;2.09375;12.20833333;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;73.0625;62.34375;43.96875;256.375;#HODNOTA!;#HODNOTA!
DSW18002;#HODNOTA!;3;1.979166667;15.22916667;#HODNOTA!;#HODNOTA!;18;Domazlice;2013;#HODNOTA!;54;35.625;274.125;#HODNOTA!;#HODNOTA!
4B15;3;9;4;17;#HODNOTA!;#HODNOTA!;15;Bestvi;2012;45;135;60;255;#HODNOTA!;#HODNOTA!
13P15;#HODNOTA!;#HODNOTA!;6;17;#HODNOTA!;#HODNOTA!;15;Praha;2012;#HODNOTA!;#HODNOTA!;90;255;#HODNOTA!;#HODNOTA!
14P15;#HODNOTA!;#HODNOTA!;6;20;#HODNOTA!;#HODNOTA!;15;Praha;2012;#HODNOTA!;#HODNOTA!;90;300;#HODNOTA!;#HODNOTA!
22B15;3;3;7;20;#HODNOTA!;#HODNOTA!;15;Bestvi;2012;45;45;105;300;#HODNOTA!;#HODNOTA!
23B15;3;3;7;20;#HODNOTA!;#HODNOTA!;15;Bestvi;2012;45;45;105;300;#HODNOTA!;#HODNOTA!
24B15;3;3;7;20;#HODNOTA!;#HODNOTA!;15;Bestvi;2012;45;45;105;300;#HODNOTA!;#HODNOTA!
21B15;3;3;3;21;#HODNOTA!;#HODNOTA!;15;Bestvi;2012;45;45;45;315;#HODNOTA!;#HODNOTA!
127P21;3;4;1;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2012;63;84;21;#HODNOTA!;#HODNOTA!;#HODNOTA!
86P15;6;4;1;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;90;60;15;#HODNOTA!;#HODNOTA!;#HODNOTA!
87P15;6;4;1;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;90;60;15;#HODNOTA!;#HODNOTA!;#HODNOTA!
88P15;6;4;1;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;90;60;15;#HODNOTA!;#HODNOTA!;#HODNOTA!
89P15;6;4;1;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;90;60;15;#HODNOTA!;#HODNOTA!;#HODNOTA!
90P15;6;4;1;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;90;60;15;#HODNOTA!;#HODNOTA!;#HODNOTA!
91P15;6;4;1;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;90;60;15;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21024;4.458333333;2.041666667;1.833333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;93.625;42.875;38.5;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21005;5.5;1.979166667;1.9375;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;115.5;41.5625;40.6875;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21014;#HODNOTA!;4.208333333;1.9375;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;#HODNOTA!;88.375;40.6875;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW1803002;#HODNOTA!;#HODNOTA!;1.979166667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;#HODNOTA!;#HODNOTA!;35.625;#HODNOTA!;#HODNOTA!;#HODNOTA!
DSW18004;#HODNOTA!;5;1.989583333;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Domazlice;2013;#HODNOTA!;90;35.8125;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21040;4.5625;2.041666667;2;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;95.8125;42.875;42;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21050;4.708333363;3;2;#HODNOTA!;#HODNOTA!;27;21;Praha;2013;98.87500061;63;42;#HODNOTA!;#HODNOTA!;567
PSW2504002;#HODNOTA!;#HODNOTA!;2;#HODNOTA!;#HODNOTA!;#HODNOTA!;25;Praha;2013;#HODNOTA!;#HODNOTA!;50;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21004;#HODNOTA!;1.041666667;2.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;#HODNOTA!;21.875;42.875;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21003;#HODNOTA!;2;2.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;#HODNOTA!;42;42.875;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21005;#HODNOTA!;2;2.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;#HODNOTA!;42;42.875;#HODNOTA!;#HODNOTA!;#HODNOTA!
KSW1801003;#HODNOTA!;2;2.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Klatovy;2013;#HODNOTA!;36;36.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18028;6.427083333;3.166666667;2.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;115.6875;57;36.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18023;7.578125029;3.166666667;2.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;136.4062505;57;36.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21033;4.635416667;2.833333333;2.125;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;97.34375;59.5;44.625;#HODNOTA!;#HODNOTA!;#HODNOTA!
DSW18019;5.739583363;2.833333333;2.125;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Domazlice;2013;103.3125005;51;38.25;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21058;4.6875;0.833333333;2.166666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;98.4375;17.5;45.5;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21053;4.708333363;1.833333333;2.166666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;98.87500061;38.5;45.5;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18014;5.46875;3.083333333;2.1875;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;98.4375;55.5;39.375;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18015;5.46875;3.083333333;2.1875;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;98.4375;55.5;39.375;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18012;6.458333333;3.083333333;2.1875;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;116.25;55.5;39.375;#HODNOTA!;#HODNOTA!;#HODNOTA!
KSW18003;5.479166696;5.083333333;2.1875;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Klatovy;2013;98.62500053;91.5;39.375;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21008;4.458333363;3.020833333;2.208333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;93.62500061;63.4375;46.375;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21060;4.4375;6.9375;2.229166667;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;93.1875;145.6875;46.8125;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21037;4.395833333;2.125;2.875;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;92.3125;44.625;60.375;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21052;4.708333363;3;2.875;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;98.87500061;63;60.375;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21054;4.708333363;3;2.875;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;98.87500061;63;60.375;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21056;4.708333363;3;2.875;#HODNOTA!;#HODNOTA!;28;21;Praha;2013;98.87500061;63;60.375;#HODNOTA!;#HODNOTA!;588
KSW1801002;#HODNOTA!;4.041666667;2.9375;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Klatovy;2013;#HODNOTA!;72.75;52.875;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21006;5.5;0.958333333;2.958333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;115.5;20.125;62.125;#HODNOTA!;#HODNOTA!;#HODNOTA!
DSW18005;6.458333333;1.020833333;2.958333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Domazlice;2013;116.25;18.375;53.25;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW1803005;7.458333333;1.020833333;2.958333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;134.25;18.375;53.25;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21066;4.541666667;2;2.958333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;95.375;42;62.125;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21067;4.541666667;2;2.958333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;95.375;42;62.125;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18002;#HODNOTA!;3;2.958333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;#HODNOTA!;54;53.25;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18034;5.520833333;3.166666667;2.958333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;99.375;57;53.25;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21061;4.4375;3.166666667;2.958333333;#HODNOTA!;#HODNOTA!;26;21;Praha;2013;93.1875;66.5;62.125;#HODNOTA!;#HODNOTA!;546
PSW21045;3.6875;5;2.958333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;77.4375;105;62.125;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21006;#HODNOTA!;#HODNOTA!;2.958333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;#HODNOTA!;#HODNOTA!;62.125;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21007;#HODNOTA!;0.958333333;2.96875;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;#HODNOTA!;20.125;62.34375;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21025;4.458333333;2.041666667;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;93.625;42.875;63;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21041;4.562500029;2.041666667;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;95.81250061;42.875;63;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21042;4.562500029;2.041666667;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;95.81250061;42.875;63;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21023;4.458333333;2.041666667;3;#HODNOTA!;#HODNOTA!;28;21;Bestvi;2013;93.625;42.875;63;#HODNOTA!;#HODNOTA!;588
51B21;2;3;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2012;42;63;63;#HODNOTA!;#HODNOTA!;#HODNOTA!
52B21;2;3;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2012;42;63;63;#HODNOTA!;#HODNOTA!;#HODNOTA!
53B21;2;3;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2012;42;63;63;#HODNOTA!;#HODNOTA!;#HODNOTA!
54B21;2;3;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2012;42;63;63;#HODNOTA!;#HODNOTA!;#HODNOTA!
55B21;2;3;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2012;42;63;63;#HODNOTA!;#HODNOTA!;#HODNOTA!
56B21;2;3;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2012;42;63;63;#HODNOTA!;#HODNOTA!;#HODNOTA!
92P15;6;4;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;90;60;45;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21021;3.333333333;4.166666667;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;70;87.5;63;#HODNOTA!;#HODNOTA!;#HODNOTA!
11P15;4;6;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;60;90;45;#HODNOTA!;#HODNOTA!;#HODNOTA!
66P15;2;10;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;30;150;45;#HODNOTA!;#HODNOTA!;#HODNOTA!
67P15;2;10;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;30;150;45;#HODNOTA!;#HODNOTA!;#HODNOTA!
57B21;#HODNOTA!;#HODNOTA!;3;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2012;#HODNOTA!;#HODNOTA!;63;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18025;6.458333333;1.125;3.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;116.25;20.25;54.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21036;4.395833333;1.125;3.041666667;#HODNOTA!;#HODNOTA!;28;21;Praha;2013;92.3125;23.625;63.875;#HODNOTA!;#HODNOTA!;588
BSW18020;6.427083333;2.166666667;3.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;115.6875;39;54.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18023;6.427083333;2.166666667;3.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;115.6875;39;54.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
KSW18005;6.427083333;2.166666667;3.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Klatovy;2013;115.6875;39;54.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18027;6.427083333;2.166666667;3.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;115.6875;39;54.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18029;6.427083333;2.166666667;3.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;115.6875;39;54.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18025;7.531250029;2.166666667;3.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;135.5625005;39;54.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18016;5.739583363;3.958333333;3.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;103.3125005;71.25;54.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
KSW18013;6.604166667;3.958333333;3.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Klatovy;2013;118.875;71.25;54.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18019;5.739583363;3.958333333;3.041666667;#HODNOTA!;#HODNOTA!;34;18;Praha;2013;103.3125005;71.25;54.75;#HODNOTA!;#HODNOTA!;612
PSW18033;5.520833333;6.125;3.041666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;99.375;110.25;54.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
KSW1801004;#HODNOTA!;2.958333333;3.0625;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Klatovy;2013;#HODNOTA!;53.25;55.125;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21020;4.458333333;2;3.083333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;93.625;42;64.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18007;#HODNOTA!;3.020833333;3.083333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;#HODNOTA!;54.375;55.5;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21055;4.708333363;1.833333333;3.166666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;98.87500061;38.5;66.5;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21030;3.625;2.833333333;3.166666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;76.125;59.5;66.5;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21032;3.625;2.833333333;3.166666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;76.125;59.5;66.5;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18014;5.739583363;2.833333333;3.166666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;103.3125005;51;57;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18015;5.739583363;2.833333333;3.166666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;103.3125005;51;57;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18017;5.739583363;2.833333333;3.166666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;103.3125005;51;57;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18022;5.739583363;2.833333333;3.166666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;103.3125005;51;57;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21034;5.739583363;2.833333333;3.166666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;120.5312506;59.5;66.5;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18009;4.739583363;3.833333333;3.166666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;85.31250053;69;57;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18003;4.4375;4.114583333;3.1875;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;79.875;74.0625;57.375;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18011;4.4375;4.114583333;3.1875;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;79.875;74.0625;57.375;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18004;#HODNOTA!;4.114583333;3.1875;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;#HODNOTA!;74.0625;57.375;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18035;5.604166667;2;3.770833333;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;100.875;36;67.875;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21063;4.4375;3.166666667;3.770833333;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;93.1875;66.5;79.1875;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18032;5.520833333;3.166666667;3.770833333;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;99.375;57;67.875;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21065;4.4375;3.166666667;3.770833333;#HODNOTA!;#HODNOTA!;29;21;Praha;2013;93.1875;66.5;79.1875;#HODNOTA!;#HODNOTA!;609
BSW18007;4.739583333;4.958333333;3.875;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;85.3125;89.25;69.75;#HODNOTA!;#HODNOTA!;#HODNOTA!
DSW18006;6.458333333;1.020833333;3.927083333;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Domazlice;2013;116.25;18.375;70.6875;#HODNOTA!;#HODNOTA!;#HODNOTA!
KSW18002;6.458333333;1.020833333;3.927083333;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Klatovy;2013;116.25;18.375;70.6875;#HODNOTA!;#HODNOTA!;#HODNOTA!
DSW18026;4.6875;3;3.958333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Domazlice;2013;84.375;54;71.25;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21047;3.6875;4;3.958333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;77.4375;84;83.125;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21046;3.6875;4;3.958333333;#HODNOTA!;#HODNOTA!;30;21;Praha;2013;77.4375;84;83.125;#HODNOTA!;#HODNOTA!;630
PSW18013;5.46875;3.083333333;3.979166667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;98.4375;55.5;71.625;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW1803004;#HODNOTA!;#HODNOTA!;3.979166667;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;#HODNOTA!;#HODNOTA!;71.625;#HODNOTA!;#HODNOTA!;#HODNOTA!
KSW18001;#HODNOTA!;1.979166667;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Klatovy;2013;#HODNOTA!;35.625;72;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21027;4.458333333;2.041666667;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;93.625;42.875;84;#HODNOTA!;#HODNOTA!;#HODNOTA!
KSW18008;6.614583333;2.041666667;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Klatovy;2013;119.0625;36.75;72;#HODNOTA!;#HODNOTA!;#HODNOTA!
93P15;6;4;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;90;60;60;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW15004;7.578125029;5.208333333;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2013;113.6718754;78.125;60;#HODNOTA!;#HODNOTA!;#HODNOTA!
5B15;4;8;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Bestvi;2012;60;120;60;#HODNOTA!;#HODNOTA!;#HODNOTA!
6B15;4;8;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Bestvi;2012;60;120;60;#HODNOTA!;#HODNOTA!;#HODNOTA!
7B15;4;8;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Bestvi;2012;60;120;60;#HODNOTA!;#HODNOTA!;#HODNOTA!
8B15;4;8;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Bestvi;2012;60;120;60;#HODNOTA!;#HODNOTA!;#HODNOTA!
9B15;4;8;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Bestvi;2012;60;120;60;#HODNOTA!;#HODNOTA!;#HODNOTA!
115B25;#HODNOTA!;#HODNOTA!;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;25;Bestvi;2012;#HODNOTA!;#HODNOTA!;100;#HODNOTA!;#HODNOTA!;#HODNOTA!
116B25;#HODNOTA!;#HODNOTA!;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;25;Bestvi;2012;#HODNOTA!;#HODNOTA!;100;#HODNOTA!;#HODNOTA!;#HODNOTA!
117B25;#HODNOTA!;#HODNOTA!;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;25;Bestvi;2012;#HODNOTA!;#HODNOTA!;100;#HODNOTA!;#HODNOTA!;#HODNOTA!
118B25;#HODNOTA!;#HODNOTA!;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;25;Bestvi;2012;#HODNOTA!;#HODNOTA!;100;#HODNOTA!;#HODNOTA!;#HODNOTA!
119B25;#HODNOTA!;#HODNOTA!;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;25;Bestvi;2012;#HODNOTA!;#HODNOTA!;100;#HODNOTA!;#HODNOTA!;#HODNOTA!
120B25;#HODNOTA!;#HODNOTA!;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;25;Bestvi;2012;#HODNOTA!;#HODNOTA!;100;#HODNOTA!;#HODNOTA!;#HODNOTA!
121B25;#HODNOTA!;#HODNOTA!;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;25;Bestvi;2012;#HODNOTA!;#HODNOTA!;100;#HODNOTA!;#HODNOTA!;#HODNOTA!
122B25;#HODNOTA!;#HODNOTA!;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;25;Bestvi;2012;#HODNOTA!;#HODNOTA!;100;#HODNOTA!;#HODNOTA!;#HODNOTA!
123B25;#HODNOTA!;#HODNOTA!;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;25;Bestvi;2012;#HODNOTA!;#HODNOTA!;100;#HODNOTA!;#HODNOTA!;#HODNOTA!
124B25;#HODNOTA!;#HODNOTA!;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;25;Bestvi;2012;#HODNOTA!;#HODNOTA!;100;#HODNOTA!;#HODNOTA!;#HODNOTA!
98P15;#HODNOTA!;#HODNOTA!;4;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;#HODNOTA!;#HODNOTA!;60;#HODNOTA!;#HODNOTA!;#HODNOTA!
